OTU_ID,Occurrence_of_OTU_in_plant_samples(%),Average_relative_OTU_content_in_plant_samples(%),Occurrence_of_OTU_in_soil_samples(%),Average_relative_OTU_content_in_soil_samples(%),Log10_Average_relative_OTU_content_in_plant_samples,Log10_Average_relative_OTU_content_in_soil_samples
OTU_2158,2.564102564,0.010265886,58.06451613,0.009778411,-1.988603563,-2.009731735
OTU_2159,0,0,0,0,NA,NA
OTU_216,0,0,74.19354839,0.356183843,NA,-0.448325785
OTU_2160,69.23076923,0.107434236,0,0,-0.9688573,NA
OTU_2161,0,0,45.16129032,0.006926366,NA,-2.15949459
OTU_2163,0,0,93.5483871,0.080188276,NA,-1.095889123
OTU_2164,0,0,83.87096774,0.053961872,NA,-1.267912989
OTU_2165,0,0,83.87096774,0.049522264,NA,-1.305199505
OTU_2168,2.564102564,0.009791922,0,0,-2.009132055,NA
OTU_2169,17.94871795,0.035462616,0,0,-1.450229232,NA
OTU_217,2.564102564,0.006145904,6.451612903,0.0027952,-2.211414228,-2.553587112
OTU_2170,5.128205128,0.030929422,6.451612903,0.002223943,-1.509628203,-2.652876348
OTU_2172,0,0,93.5483871,0.046675171,NA,-1.330914079
OTU_2173,7.692307692,0.020802113,0,0,-1.681892542,NA
OTU_2174,2.564102564,0.003468609,64.51612903,0.065060607,-2.459844653,-1.186681887
OTU_2175,0,0,35.48387097,0.010998776,NA,-1.958655635
OTU_2176,0,0,32.25806452,0.005314183,NA,-2.27456347
OTU_2178,2.564102564,0.040346984,74.19354839,0.031944703,-1.394188924,-1.495601148
OTU_2179,0,0,67.74193548,0.039119264,NA,-1.407609327
OTU_218,33.33333333,0.08668193,0,0,-1.062071426,NA
OTU_2180,0,0,0,0,NA,NA
OTU_2181,0,0,83.87096774,0.010205752,NA,-1.991154973
OTU_2182,0,0,90.32258065,0.013315116,NA,-1.875655049
OTU_2183,2.564102564,0.003404139,93.5483871,0.12875133,-2.467992715,-0.890248277
OTU_2184,35.8974359,0.051139982,6.451612903,0.002886443,-1.291239427,-2.539637014
OTU_2187,2.564102564,0.014341544,64.51612903,0.006329494,-1.84340409,-2.198630994
OTU_2188,2.564102564,0.014958863,48.38709677,0.005324619,-1.825101415,-2.273711473
OTU_2189,0,0,67.74193548,0.036988864,NA,-1.431929004
OTU_219,46.15384615,0.037551303,6.451612903,0.00486403,-1.42537499,-2.3130038
OTU_2190,10.25641026,0.023091113,67.74193548,0.004753221,-1.636555143,-2.323012002
OTU_2193,0,0,80.64516129,0.008464687,NA,-2.072389082
OTU_2194,5.128205128,0.018021849,77.41935484,0.017498799,-1.744200653,-1.756991757
OTU_2195,0,0,51.61290323,0.022591335,NA,-1.646058101
OTU_2196,0,0,64.51612903,0.05609105,NA,-1.25110643
OTU_2198,0,0,67.74193548,0.036329054,NA,-1.439745912
OTU_2199,0,0,45.16129032,0.008565587,NA,-2.067242866
OTU_22,97.43589744,1.781382146,51.61290323,0.005495502,0.250757095,-2.259992659
OTU_220,0,0,6.451612903,0.002841605,NA,-2.546436368
OTU_2200,2.564102564,0.058636697,70.96774194,0.017227472,-1.231830501,-1.763778436
OTU_2202,0,0,0,0,NA,NA
OTU_2203,0,0,80.64516129,0.054737654,NA,-1.261713823
OTU_2204,2.564102564,0.01451449,83.87096774,0.011766425,-1.83819822,-1.929355479
OTU_2205,0,0,61.29032258,0.041566321,NA,-1.381258416
OTU_2206,0,0,64.51612903,0.041832628,NA,-1.378484849
OTU_2207,0,0,6.451612903,0.398101864,NA,-0.400005789
OTU_2209,0,0,80.64516129,0.051910519,NA,-1.284744632
OTU_221,0,0,0,0,NA,NA
OTU_2210,7.692307692,0.017605873,0,0,-1.754342435,NA
OTU_2211,15.38461538,0.012678913,25.80645161,0.001863144,-1.89691799,-2.729753578
OTU_2212,0,0,35.48387097,0.073138951,NA,-1.135851274
OTU_2213,0,0,77.41935484,0.007693855,NA,-2.113855991
OTU_2214,0,0,70.96774194,0.047300186,NA,-1.325137147
OTU_2216,0,0,9.677419355,0.001631282,NA,-2.787471045
OTU_2217,20.51282051,0.037365162,0,0,-1.427533126,NA
OTU_2218,0,0,32.25806452,0.00281231,NA,-2.550936824
OTU_2219,10.25641026,0.009653164,19.35483871,0.003437663,-2.015330338,-2.463736742
OTU_222,2.564102564,0.011416828,3.225806452,0.005657389,-1.942454542,-2.247383958
OTU_2220,0,0,83.87096774,0.045271373,NA,-1.344176332
OTU_2221,30.76923077,0.074178411,22.58064516,0.002543532,-1.129722472,-2.594562867
OTU_2222,71.79487179,0.11112317,29.03225806,0.006078177,-0.954195378,-2.216226657
OTU_2224,0,0,6.451612903,0.001588214,NA,-2.799091117
OTU_2225,0,0,6.451612903,0.003112695,NA,-2.506863502
OTU_2226,0,0,80.64516129,0.030092315,NA,-1.521544401
OTU_2227,0,0,80.64516129,0.035563451,NA,-1.448996101
OTU_2228,0,0,48.38709677,0.004921384,NA,-2.307912776
OTU_2229,5.128205128,0.0533025,38.70967742,0.007022463,-1.273252421,-2.15351053
OTU_223,12.82051282,0.014981552,3.225806452,0.001249875,-1.824443182,-2.903133419
OTU_2230,0,0,61.29032258,0.020909335,NA,-1.679659772
OTU_2231,12.82051282,0.006291672,93.5483871,0.066074049,-2.20123394,-1.179969079
OTU_2232,0,0,90.32258065,0.084184255,NA,-1.074769127
OTU_2234,5.128205128,0.044603693,0,0,-1.350629182,NA
OTU_2236,7.692307692,0.565259698,90.32258065,0.016651577,-0.247751978,-1.778544618
OTU_2237,0,0,87.09677419,0.05191647,NA,-1.284694846
OTU_2238,0,0,25.80645161,0.003137803,NA,-2.503374343
OTU_2239,10.25641026,0.923114881,19.35483871,0.014759418,-0.034744248,-1.830930767
OTU_224,33.33333333,0.011629153,100,0.148136712,-1.93445193,-0.8293373
OTU_2241,0,0,93.5483871,0.018269277,NA,-1.738278639
OTU_2242,0,0,0,0,NA,NA
OTU_2243,0,0,0,0,NA,NA
OTU_2244,0,0,58.06451613,0.067636957,NA,-1.169815941
OTU_2245,33.33333333,0.015703911,0,0,-1.803992173,NA
OTU_2246,51.28205128,0.192536412,6.451612903,0.001446056,-0.715487126,-2.839814888
OTU_2247,28.20512821,0.047848811,9.677419355,0.003009814,-1.32012885,-2.521460342
OTU_2248,0,0,90.32258065,0.062406283,NA,-1.204771683
OTU_2249,0,0,70.96774194,0.067484973,NA,-1.170792919
OTU_225,15.38461538,0.239469084,12.90322581,0.008335345,-0.620750548,-2.079076407
OTU_2250,0,0,61.29032258,0.042942248,NA,-1.367115228
OTU_2251,0,0,3.225806452,0.00248781,NA,-2.604182791
OTU_2252,5.128205128,0.004384314,0,0,-2.35809835,NA
OTU_2253,41.02564103,0.042143738,9.677419355,0.002696859,-1.375266948,-2.569141759
OTU_2254,0,0,32.25806452,0.002389549,NA,-2.621684059
OTU_2255,5.128205128,0.917771407,0,0,-0.037265477,NA
OTU_2256,5.128205128,0.01579516,83.87096774,0.035365778,-1.80147597,-1.451416778
OTU_2257,0,0,87.09677419,0.039643516,NA,-1.401827835
OTU_2258,0,0,38.70967742,0.00518246,NA,-2.285464083
OTU_2259,0,0,41.93548387,0.097337102,NA,-1.011721587
OTU_226,28.20512821,0.044985081,3.225806452,0.004392033,-1.346931497,-2.357334405
OTU_2260,0,0,80.64516129,0.041521295,NA,-1.381729109
OTU_2261,15.38461538,0.147283947,38.70967742,0.004237504,-0.831844586,-2.37288987
OTU_2262,0,0,29.03225806,0.004418759,NA,-2.354699717
OTU_2264,0,0,90.32258065,0.048631257,NA,-1.313084507
OTU_2265,0,0,61.29032258,0.04595762,NA,-1.337642473
OTU_2266,10.25641026,0.011826878,25.80645161,0.00697855,-1.927129883,-2.156234813
OTU_2267,0,0,0,0,NA,NA
OTU_2268,10.25641026,0.017729956,0,0,-1.751292342,NA
OTU_2270,71.79487179,0.123739247,0,0,-0.90749253,NA
OTU_2272,0,0,93.5483871,0.026952171,NA,-1.56940624
OTU_2273,0,0,0,0,NA,NA
OTU_2274,2.564102564,0.003404139,74.19354839,0.03852108,-2.467992715,-1.414301546
OTU_2275,0,0,74.19354839,0.07021983,NA,-1.153540228
OTU_2276,0,0,67.74193548,0.034136041,NA,-1.466786847
OTU_2277,0,0,58.06451613,0.056238982,NA,-1.249962549
OTU_2279,0,0,77.41935484,0.051699661,NA,-1.286512301
OTU_228,7.692307692,0.008274997,9.677419355,0.001609837,-2.082232138,-2.793218185
OTU_2280,7.692307692,0.014657822,3.225806452,0.001384045,-1.833930566,-2.858849789
OTU_2281,7.692307692,0.006945867,58.06451613,0.005420979,-2.158273537,-2.265922293
OTU_2282,0,0,6.451612903,0.001215457,NA,-2.91526058
OTU_2283,5.128205128,0.040266791,9.677419355,0.002689088,-1.395052979,-2.570395039
OTU_2284,5.128205128,0.004187741,0,0,-2.378020238,NA
OTU_2287,2.564102564,0.005246039,90.32258065,0.036416531,-2.280168485,-1.438701432
OTU_2288,2.564102564,0.011416828,41.93548387,0.00817475,-1.942454542,-2.087525516
OTU_2289,5.128205128,0.009300447,90.32258065,0.039443613,-2.031496178,-1.404023309
OTU_229,0,0,70.96774194,0.045319827,NA,-1.343711753
OTU_2291,0,0,38.70967742,0.059371602,NA,-1.226421229
OTU_2292,20.51282051,0.011594581,0,0,-1.935744955,NA
OTU_2295,0,0,48.38709677,0.07582131,NA,-1.120208716
OTU_2296,23.07692308,0.026544451,74.19354839,0.037601734,-1.576026252,-1.424792128
OTU_2297,0,0,3.225806452,0.00279275,NA,-2.55396794
OTU_2298,2.564102564,0.003353454,0,0,-2.474507647,NA
OTU_2299,2.564102564,0.004793175,9.677419355,0.0015032,-2.319376715,-2.822983233
OTU_23,66.66666667,2.487242016,61.29032258,0.008872059,0.395718046,-2.051975571
OTU_2301,20.51282051,0.197024419,0,0,-0.705479944,NA
OTU_2302,0,0,3.225806452,0.001731842,NA,-2.761491732
OTU_2303,2.564102564,0.011416828,87.09677419,0.057565177,-1.942454542,-1.239840155
OTU_2304,0,0,0,0,NA,NA
OTU_2305,2.564102564,0.00327654,90.32258065,0.006232989,-2.484584526,-2.205303607
OTU_2306,5.128205128,0.003243694,0,0,-2.488960123,NA
OTU_2307,53.84615385,0.124883884,0,0,-0.903493602,NA
OTU_2309,0,0,51.61290323,0.007095734,NA,-2.149002685
OTU_2310,43.58974359,0.112787108,41.93548387,0.012207525,-0.947740541,-1.913372361
OTU_2311,0,0,64.51612903,0.0039584,NA,-2.402480355
OTU_2312,0,0,80.64516129,0.047944724,NA,-1.319259177
OTU_2313,12.82051282,0.005295089,61.29032258,0.009890019,-2.276126736,-2.004802888
OTU_2314,0,0,29.03225806,0.002305472,NA,-2.637240085
OTU_2315,23.07692308,0.022915327,0,0,-1.639873941,NA
OTU_2316,0,0,58.06451613,0.019543463,NA,-1.708998474
OTU_2317,0,0,3.225806452,0.001809136,NA,-2.742528784
OTU_2318,0,0,87.09677419,0.047309098,NA,-1.325055337
OTU_2319,0,0,54.83870968,0.011917039,NA,-1.923831639
OTU_232,12.82051282,0.044496285,6.451612903,0.003600062,-1.351676251,-2.44369002
OTU_2321,0,0,100,0.035514038,NA,-1.449599942
OTU_2322,0,0,51.61290323,0.007185135,NA,-2.143565098
OTU_2323,5.128205128,0.006187697,100,0.017618206,-2.208470996,-1.754038327
OTU_2324,0,0,83.87096774,0.040483568,NA,-1.392721219
OTU_2325,0,0,96.77419355,0.050592979,NA,-1.29590975
OTU_2326,0,0,74.19354839,0.034641696,NA,-1.460400853
OTU_2327,2.564102564,0.00509165,77.41935484,0.046136051,-2.293141457,-1.335959579
OTU_2328,0,0,0,0,NA,NA
OTU_233,7.692307692,0.011106194,6.451612903,0.001380567,-1.954434732,-2.859942512
OTU_2330,69.23076923,0.12402468,3.225806452,0.00249975,-0.906491886,-2.602103423
OTU_2331,2.564102564,0.024230676,83.87096774,0.009021145,-1.61563447,-2.044738335
OTU_2332,0,0,19.35483871,0.002103352,NA,-2.677087972
OTU_2333,0,0,58.06451613,0.053396091,NA,-1.272490538
OTU_2334,0,0,16.12903226,0.003101639,NA,-2.508408723
OTU_2335,0,0,38.70967742,0.046743684,NA,-1.33027706
OTU_2336,0,0,70.96774194,0.035099375,NA,-1.454700619
OTU_2337,7.692307692,0.023608976,6.451612903,0.001357013,-1.626922843,-2.867415992
OTU_2338,0,0,61.29032258,0.007430096,NA,-2.129005553
OTU_234,23.07692308,0.017855802,19.35483871,0.006795564,-1.748220636,-2.167774504
OTU_2340,0,0,25.80645161,0.009170866,NA,-2.037589634
OTU_2342,5.128205128,0.016927562,83.87096774,0.031637076,-1.7714056,-1.49980366
OTU_2343,0,0,93.5483871,0.029931643,NA,-1.523869441
OTU_2344,0,0,12.90322581,0.001480881,NA,-2.829479766
OTU_2345,0,0,80.64516129,0.049009803,NA,-1.309717039
OTU_2346,0,0,22.58064516,0.011658105,NA,-1.933372048
OTU_2347,2.564102564,0.003585386,32.25806452,0.002369868,-2.445464082,-2.625275917
OTU_2349,2.564102564,0.005246039,74.19354839,0.013618868,-2.280168485,-1.865859003
OTU_235,0,0,74.19354839,0.309416063,NA,-0.509457145
OTU_2350,0,0,58.06451613,0.041141052,NA,-1.385724609
OTU_2351,0,0,93.5483871,0.02983324,NA,-1.525299574
OTU_2353,0,0,67.74193548,0.058515683,NA,-1.232727721
OTU_2354,0,0,0,0,NA,NA
OTU_2355,0,0,58.06451613,0.004729286,NA,-2.325204432
OTU_2356,10.25641026,0.011761308,3.225806452,0.001119558,-1.929544368,-2.950953402
OTU_2357,0,0,54.83870968,0.046593904,NA,-1.331670899
OTU_2359,0,0,54.83870968,0.052995201,NA,-1.275763457
OTU_2360,0,0,61.29032258,0.053595887,NA,-1.270868538
OTU_2362,0,0,67.74193548,0.040587651,NA,-1.391606084
OTU_2363,7.692307692,1.49341664,0,0,0.174180986,NA
OTU_2364,15.38461538,0.054553692,0,0,-1.263175855,NA
OTU_2365,0,0,3.225806452,0.002196016,NA,-2.6583645
OTU_2367,0,0,77.41935484,0.032539973,NA,-1.487582811
OTU_2368,2.564102564,0.027525461,41.93548387,0.013926897,-1.560265399,-1.856145651
OTU_2369,0,0,38.70967742,0.085082372,NA,-1.070160413
OTU_237,0,0,90.32258065,0.310414626,NA,-0.508057823
OTU_2370,0,0,70.96774194,0.059496739,NA,-1.225506834
OTU_2371,5.128205128,0.008402106,0,0,-2.07561187,NA
OTU_2372,12.82051282,0.014037896,54.83870968,0.003861245,-1.852697973,-2.413272588
OTU_2373,0,0,6.451612903,0.003859896,NA,-2.413424453
OTU_2374,2.564102564,0.003146039,12.90322581,0.004423026,-2.502235898,-2.354280557
OTU_2376,0,0,90.32258065,0.0360082,NA,-1.443598588
OTU_2377,0,0,87.09677419,0.047317633,NA,-1.324976991
OTU_2378,15.38461538,0.015546304,51.61290323,0.003673093,-1.808372853,-2.434968046
OTU_2379,0,0,70.96774194,0.022609808,NA,-1.645703126
OTU_238,10.25641026,0.010213622,45.16129032,0.007088477,-1.99082024,-2.149447039
OTU_2380,0,0,61.29032258,0.043022956,NA,-1.366299754
OTU_2381,0,0,83.87096774,0.036597877,NA,-1.436544112
OTU_2383,0,0,64.51612903,0.078445799,NA,-1.105430309
OTU_2384,0,0,41.93548387,0.044482908,NA,-1.351806832
OTU_2385,7.692307692,0.012601945,64.51612903,0.004565443,-1.89956242,-2.340517108
OTU_2387,2.564102564,0.011416828,93.5483871,0.087047253,-1.942454542,-1.060244929
OTU_2389,0,0,0,0,NA,NA
OTU_239,0,0,0,0,NA,NA
OTU_2390,0,0,70.96774194,0.020144671,NA,-1.695839825
OTU_2391,0,0,90.32258065,0.016187334,NA,-1.790824679
OTU_2393,0,0,83.87096774,0.043452282,NA,-1.361987406
OTU_2394,0,0,19.35483871,0.096433628,NA,-1.015771493
OTU_2395,0,0,74.19354839,0.031430915,NA,-1.502642978
OTU_2396,0,0,45.16129032,0.017257476,NA,-1.763022733
OTU_2397,2.564102564,0.014938751,35.48387097,0.004953582,-1.825685712,-2.305080651
OTU_2398,0,0,0,0,NA,NA
OTU_2399,7.692307692,0.008289598,0,0,-2.081466547,NA
OTU_240,0,0,0,0,NA,NA
OTU_2400,0,0,90.32258065,0.047375876,NA,-1.324442744
OTU_2401,2.564102564,0.003135681,67.74193548,0.041663454,-2.503668126,-1.380244725
OTU_2402,0,0,70.96774194,0.044397011,NA,-1.352646272
OTU_2403,0,0,38.70967742,0.082202353,NA,-1.08511575
OTU_2404,0,0,51.61290323,0.050335509,NA,-1.298125536
OTU_2405,0,0,51.61290323,0.048468137,NA,-1.314543676
OTU_2406,0,0,9.677419355,0.00294245,NA,-2.531290908
OTU_2407,33.33333333,0.050991602,48.38709677,0.003421322,-1.292501342,-2.465806101
OTU_2408,5.128205128,0.02518054,70.96774194,0.007215031,-1.598934969,-2.14176182
OTU_2409,0,0,0,0,NA,NA
OTU_241,71.79487179,0.274321605,3.225806452,0.001333173,-0.561739987,-2.87511349
OTU_2413,0,0,77.41935484,0.019082897,NA,-1.719355702
OTU_2414,0,0,51.61290323,0.014788354,NA,-1.830080155
OTU_2415,0,0,67.74193548,0.037037641,NA,-1.431356679
OTU_2416,0,0,80.64516129,0.053378079,NA,-1.27263706
OTU_2417,2.564102564,0.003585386,74.19354839,0.011487886,-2.445464082,-1.939759888
OTU_2418,2.564102564,0.003146039,6.451612903,0.002686319,-2.502235898,-2.570842416
OTU_2419,0,0,9.677419355,0.007062295,NA,-2.151054145
OTU_242,48.71794872,0.221954567,61.29032258,0.0146761,-0.653735914,-1.833389335
OTU_2420,0,0,16.12903226,0.005296382,NA,-2.276020699
OTU_2421,2.564102564,0.010265886,67.74193548,0.012641374,-1.988603563,-1.898205713
OTU_2422,10.25641026,0.007955999,3.225806452,0.001333653,-2.099305307,-2.874957154
OTU_2423,0,0,61.29032258,0.043681439,NA,-1.359703059
OTU_2424,0,0,0,0,NA,NA
OTU_2425,0,0,58.06451613,0.038400421,NA,-1.41566402
OTU_2426,2.564102564,0.015738118,96.77419355,0.116365475,-1.803047203,-0.934175853
OTU_2428,10.25641026,0.004898337,96.77419355,0.017152587,-2.309951384,-1.765670363
OTU_2429,0,0,0,0,NA,NA
OTU_243,66.66666667,0.900901666,0,0,-0.04532261,NA
OTU_2430,35.8974359,0.060412191,0,0,-1.218875415,NA
OTU_2431,0,0,0,0,NA,NA
OTU_2433,0,0,16.12903226,0.007486597,NA,-2.125715544
OTU_2434,0,0,58.06451613,0.00459761,NA,-2.33746784
OTU_2435,0,0,77.41935484,0.033569571,NA,-1.474054204
OTU_2436,0,0,74.19354839,0.038411976,NA,-1.415533354
OTU_2437,0,0,83.87096774,0.018703675,NA,-1.728073047
OTU_2439,0,0,0,0,NA,NA
OTU_244,41.02564103,0.082707738,64.51612903,0.005346614,-1.082453859,-2.271921177
OTU_2440,12.82051282,0.080182131,3.225806452,0.001182131,-1.095922408,-2.927334394
OTU_2441,0,0,38.70967742,0.082229309,NA,-1.084973361
OTU_2442,0,0,48.38709677,0.012698329,NA,-1.896253439
OTU_2443,2.564102564,0.007390437,48.38709677,0.005262176,-2.131329881,-2.278834652
OTU_2446,0,0,58.06451613,0.034013607,NA,-1.468347313
OTU_2447,0,0,80.64516129,0.057879628,NA,-1.237474267
OTU_2448,0,0,67.74193548,0.040420994,NA,-1.393393015
OTU_2449,0,0,67.74193548,0.043634655,NA,-1.360168454
OTU_245,2.564102564,0.020173492,0,0,-1.69521892,NA
OTU_2450,0,0,93.5483871,0.022566374,NA,-1.646538222
OTU_2451,2.564102564,0.005246039,87.09677419,0.074615349,-2.280168485,-1.127171824
OTU_2452,0,0,96.77419355,0.033563612,NA,-1.474131314
OTU_2453,0,0,93.5483871,0.030814679,NA,-1.511242359
OTU_2454,0,0,77.41935484,0.03670461,NA,-1.435279389
OTU_2455,0,0,77.41935484,0.031066095,NA,-1.507713329
OTU_2456,0,0,38.70967742,0.062812504,NA,-1.201953894
OTU_2458,0,0,90.32258065,0.028095078,NA,-1.551369764
OTU_2459,0,0,12.90322581,0.165665086,NA,-0.780769009
OTU_246,12.82051282,0.013151156,100,0.552363081,-1.881036057,-0.257775356
OTU_2460,66.66666667,0.02564478,45.16129032,0.002240195,-1.591001016,-2.64971419
OTU_2461,0,0,12.90322581,0.002511597,NA,-2.600050131
OTU_2462,0,0,32.25806452,0.003521846,NA,-2.453229651
OTU_2463,0,0,67.74193548,0.054387058,NA,-1.26450443
OTU_2464,0,0,61.29032258,0.021297097,NA,-1.671679593
OTU_2465,0,0,6.451612903,0.005113906,NA,-2.291247259
OTU_2466,0,0,83.87096774,0.02569925,NA,-1.590079556
OTU_2467,0,0,80.64516129,0.054515997,NA,-1.263476043
OTU_2468,2.564102564,0.020531773,9.677419355,0.004239352,-1.687573546,-2.372700522
OTU_2469,0,0,96.77419355,0.022544764,NA,-1.646954315
OTU_247,30.76923077,0.018467866,22.58064516,0.003472967,-1.733583281,-2.459299343
OTU_2470,0,0,80.64516129,0.046499292,NA,-1.332553657
OTU_2471,28.20512821,0.010589105,67.74193548,0.008750301,-1.975140756,-2.057976991
OTU_2472,15.38461538,0.008051397,77.41935484,0.021679447,-2.094128741,-1.663951808
OTU_2475,58.97435897,0.091209961,3.225806452,0.002377556,-1.039957731,-2.623869245
OTU_2476,2.564102564,0.040346984,0,0,-1.394188924,NA
OTU_2478,0,0,87.09677419,0.035034764,NA,-1.455500802
OTU_2479,0,0,70.96774194,0.042206847,NA,-1.374617085
OTU_2480,0,0,58.06451613,0.035887396,NA,-1.445058052
OTU_2481,0,0,80.64516129,0.144755376,NA,-0.839365298
OTU_2482,2.564102564,0.084641638,0,0,-1.072415941,NA
OTU_2484,0,0,67.74193548,0.053802268,NA,-1.26919942
OTU_2485,0,0,80.64516129,0.055317795,NA,-1.257135141
OTU_2486,0,0,61.29032258,0.060661946,NA,-1.217083662
OTU_2487,5.128205128,0.006380249,6.451612903,0.002520558,-2.195162406,-2.598503305
OTU_2488,2.564102564,0.019352654,93.5483871,0.019922637,-1.713259468,-1.700653176
OTU_2489,0,0,90.32258065,0.02407213,NA,-1.618485475
OTU_249,30.76923077,0.025204105,6.451612903,0.002554052,-1.598528718,-2.592770265
OTU_2490,0,0,3.225806452,0.002828694,NA,-2.548414031
OTU_2492,0,0,77.41935484,0.014999456,NA,-1.823924487
OTU_2494,2.564102564,0.02621232,90.32258065,0.01121349,-1.581494539,-1.950259208
OTU_2497,12.82051282,0.012711098,100,0.099453969,-1.895816947,-1.002377881
OTU_2498,7.692307692,0.378398399,3.225806452,0.002196016,-0.42205071,-2.6583645
OTU_2499,0,0,3.225806452,0.001597699,NA,-2.796505037
OTU_250,5.128205128,0.006469902,0,0,-2.189102331,NA
OTU_2500,0,0,25.80645161,0.005875285,NA,-2.230971034
OTU_2504,0,0,45.16129032,0.043381774,NA,-1.362692694
OTU_2505,0,0,48.38709677,0.025408465,NA,-1.595021576
OTU_2506,0,0,58.06451613,0.004652807,NA,-2.332284993
OTU_2507,0,0,54.83870968,0.012992872,NA,-1.886294848
OTU_2508,2.564102564,0.044033465,29.03225806,0.003064754,-1.356217138,-2.513604379
OTU_2510,0,0,74.19354839,0.008680334,NA,-2.061463579
OTU_2512,0,0,74.19354839,0.01868624,NA,-1.728478074
OTU_2513,0,0,77.41935484,0.095368936,NA,-1.020593065
OTU_2515,0,0,80.64516129,0.052828347,NA,-1.277132981
OTU_2516,0,0,58.06451613,0.053108622,NA,-1.27483497
OTU_2517,0,0,87.09677419,0.059569729,NA,-1.224974373
OTU_2518,10.25641026,0.025061614,0,0,-1.600990972,NA
OTU_2519,0,0,0,0,NA,NA
OTU_252,71.79487179,0.123132895,9.677419355,0.001744533,-0.909625909,-2.758320811
OTU_2520,2.564102564,0.009676327,0,0,-2.014289464,NA
OTU_2521,2.564102564,0.007479432,6.451612903,0.002280139,-2.126131382,-2.642038677
OTU_2523,23.07692308,0.028294889,0,0,-1.548292009,NA
OTU_2524,5.128205128,0.013923016,9.677419355,0.002864601,-1.856266693,-2.542935861
OTU_2525,0,0,22.58064516,0.009929095,NA,-2.003090347
OTU_2526,5.128205128,0.013209522,48.38709677,0.004535609,-1.879112914,-2.343364392
OTU_2528,10.25641026,0.017826885,51.61290323,0.009603667,-1.748924543,-2.017562893
OTU_253,0,0,100,0.345164179,NA,-0.461974281
OTU_2532,0,0,90.32258065,0.030736563,NA,-1.512344699
OTU_2533,0,0,0,0,NA,NA
OTU_2534,5.128205128,0.01286805,41.93548387,0.009831643,-1.890487277,-2.007373879
OTU_2535,48.71794872,0.041328111,3.225806452,0.001731842,-1.38375444,-2.761491732
OTU_2536,0,0,0,0,NA,NA
OTU_2537,43.58974359,0.025476509,58.06451613,0.010007873,-1.593860089,-1.999658227
OTU_2539,0,0,32.25806452,0.008126175,NA,-2.090113824
OTU_254,2.564102564,0.027525461,16.12903226,0.001562217,-1.560265399,-2.806258696
OTU_2540,0,0,12.90322581,0.004555862,NA,-2.341429463
OTU_2541,0,0,70.96774194,0.033397827,NA,-1.476281789
OTU_2543,0,0,3.225806452,0.001830161,NA,-2.737510704
OTU_2545,0,0,70.96774194,0.00603859,NA,-2.219064437
OTU_2546,10.25641026,0.02224689,38.70967742,0.004551862,-1.652730697,-2.341810937
OTU_2547,0,0,74.19354839,0.015718243,NA,-1.803596001
OTU_2548,0,0,83.87096774,0.024747449,NA,-1.606469555
OTU_2549,2.564102564,0.020531773,100,0.064309551,-1.687573546,-1.191724522
OTU_255,15.38461538,0.034315494,6.451612903,0.001446056,-1.464509751,-2.839814888
OTU_2550,0,0,64.51612903,0.044139841,NA,-1.355169237
OTU_2551,0,0,41.93548387,0.044320162,NA,-1.353398661
OTU_2552,0,0,61.29032258,0.053925856,NA,-1.268202955
OTU_2553,2.564102564,0.003468609,70.96774194,0.064584202,-2.459844653,-1.189873705
OTU_2554,5.128205128,0.01751063,70.96774194,0.005839461,-1.756698229,-2.233627268
OTU_2555,0,0,19.35483871,0.010917315,NA,-1.961884152
OTU_2556,5.128205128,0.78902598,0,0,-0.102908697,NA
OTU_2557,2.564102564,0.003468609,67.74193548,0.056786655,-2.459844653,-1.245753709
OTU_2558,0,0,58.06451613,0.045290665,NA,-1.343991301
OTU_2559,0,0,45.16129032,0.061083713,NA,-1.21407457
OTU_256,0,0,45.16129032,0.023405681,NA,-1.630678728
OTU_2560,0,0,77.41935484,0.039630512,NA,-1.401970317
OTU_2561,0,0,48.38709677,0.056199573,NA,-1.250266986
OTU_2562,15.38461538,0.070910497,16.12903226,0.006080432,-1.149289472,-2.216065578
OTU_2563,0,0,38.70967742,0.003886568,NA,-2.410433767
OTU_2564,0,0,58.06451613,0.034932031,NA,-1.456776158
OTU_2565,2.564102564,0.004067521,0,0,-2.390670196,NA
OTU_2567,0,0,83.87096774,0.066182538,NA,-1.179256582
OTU_2568,0,0,70.96774194,0.024928857,NA,-1.603297632
OTU_2569,0,0,48.38709677,0.052922178,NA,-1.276362295
OTU_257,66.66666667,1.280071793,41.93548387,0.004677746,0.107234328,-2.329963321
OTU_2570,0,0,3.225806452,0.001809136,NA,-2.742528784
OTU_2571,0,0,80.64516129,0.027801108,NA,-1.555937898
OTU_2572,0,0,90.32258065,0.028558755,NA,-1.544260728
OTU_2573,33.33333333,0.025112234,58.06451613,0.00715232,-1.600114657,-2.145553053
OTU_2574,0,0,35.48387097,0.023596579,NA,-1.627150954
OTU_2575,0,0,6.451612903,0.003974881,NA,-2.400675869
OTU_2576,0,0,64.51612903,0.039328454,NA,-1.405293131
OTU_2577,0,0,3.225806452,0.001511259,NA,-2.8206611
OTU_2578,0,0,45.16129032,0.010028794,NA,-1.998751311
OTU_2579,2.564102564,0.009586349,3.225806452,0.013331734,-2.018346764,-1.87511336
OTU_258,41.02564103,0.023913296,16.12903226,0.002304686,-1.621360569,-2.637388312
