OTU_ID,Occurrence_of_OTU_in_plant_samples(%),Average_relative_OTU_content_in_plant_samples(%),Occurrence_of_OTU_in_soil_samples(%),Average_relative_OTU_content_in_soil_samples(%),Log10_Average_relative_OTU_content_in_plant_samples,Log10_Average_relative_OTU_content_in_soil_samples
OTU_1278,3.333333333,0.003806551,95.45454545,0.047846761,-2.419468347,-1.32014746
OTU_1279,0,0,0,0,NA,NA
OTU_128,16.66666667,0.026380208,9.090909091,0.009296539,-1.578721781,-2.031678704
OTU_1280,30,0.023042816,95.45454545,0.042185883,-1.637464444,-1.374832852
OTU_1281,23.33333333,0.009328126,0,0,-2.030205603,NA
OTU_1282,0,0,0,0,NA,NA
OTU_1283,0,0,0,0,NA,NA
OTU_1284,10,0.047794868,63.63636364,0.306725382,-1.320618733,-0.513250284
OTU_1285,3.333333333,0.001707796,0,0,-2.767564008,NA
OTU_1286,0,0,36.36363636,0.028474535,NA,-1.545543365
OTU_1287,0,0,0,0,NA,NA
OTU_1288,0,0,95.45454545,0.06004608,NA,-1.221515342
OTU_1289,10,0.004835861,95.45454545,0.052104071,-2.315526221,-1.28312834
OTU_1290,70,0.109622389,0,0,-0.960100737,NA
OTU_1291,0,0,0,0,NA,NA
OTU_1293,0,0,31.81818182,0.004990092,NA,-2.301891472
OTU_1294,0,0,13.63636364,0.00739837,NA,-2.130863933
OTU_1296,0,0,100,0.06338534,NA,-1.198011174
OTU_1297,3.333333333,0.01525553,100,0.093560993,-1.8165727,-1.028905177
OTU_1299,0,0,68.18181818,0.026173828,NA,-1.582132764
OTU_13,0,0,0,0,NA,NA
OTU_130,26.66666667,0.705713545,0,0,-0.151371547,NA
OTU_1300,0,0,27.27272727,0.006300843,NA,-2.200601353
OTU_1301,0,0,9.090909091,0.016879979,NA,-1.772628098
OTU_1302,3.333333333,0.01218101,100,0.04996018,-1.9143167,-1.301376006
OTU_1303,10,0.008486275,68.18181818,0.013237009,-2.071282882,-1.878210123
OTU_1304,0,0,13.63636364,0.00960438,NA,-2.01753068
OTU_1305,3.333333333,0.04844123,95.45454545,0.046389689,-1.314784838,-1.333578536
OTU_1306,0,0,36.36363636,0.017548064,NA,-1.75577079
OTU_1307,70,0.170612314,0,0,-0.767989626,NA
OTU_1308,0,0,0,0,NA,NA
OTU_1309,0,0,0,0,NA,NA
OTU_131,0,0,0,0,NA,NA
OTU_1310,0,0,63.63636364,0.011797559,NA,-1.928207826
OTU_1312,6.666666667,0.008068098,4.545454545,0.002520415,-2.093228862,-2.598527944
OTU_1313,6.666666667,0.087665824,100,0.069213682,-1.057169683,-1.159808049
OTU_1315,0,0,68.18181818,0.01435562,NA,-1.842978042
OTU_1316,6.666666667,0.561732857,27.27272727,0.006105509,-0.250470173,-2.21427816
OTU_1317,0,0,0,0,NA,NA
OTU_1319,0,0,13.63636364,0.004535498,NA,-2.34337502
OTU_132,0,0,0,0,NA,NA
OTU_1321,3.333333333,0.006920176,0,0,-2.15988286,NA
OTU_1322,0,0,9.090909091,0.004766132,NA,-2.321833934
OTU_1323,0,0,95.45454545,0.063715623,NA,-1.195754065
OTU_1324,0,0,9.090909091,0.002854746,NA,-2.544432603
OTU_1325,0,0,13.63636364,0.003633891,NA,-2.439628144
OTU_1326,0,0,90.90909091,0.061126325,NA,-1.213771715
OTU_1328,0,0,0,0,NA,NA
OTU_1329,6.666666667,0.014075723,100,0.040046268,-1.851529288,-1.397437947
OTU_133,13.33333333,0.086577893,0,0,-1.062592989,NA
OTU_1330,6.666666667,0.002502126,81.81818182,0.128058735,-2.601690911,-0.892590794
OTU_1331,0,0,86.36363636,0.031228981,NA,-1.505442182
OTU_1333,0,0,9.090909091,0.003871939,NA,-2.412071549
OTU_1334,0,0,77.27272727,0.010349327,NA,-1.985087893
OTU_1335,0,0,100,0.118242148,NA,-0.92722769
OTU_1336,10,0.01145641,0,0,-1.940951452,NA
OTU_1337,3.333333333,0.002305263,72.72727273,0.047709224,-2.63727952,-1.321397647
OTU_1338,0,0,13.63636364,0.009735591,NA,-2.011637679
OTU_134,3.333333333,0.091533181,13.63636364,0.041106154,-1.038421445,-1.386093152
OTU_1341,0,0,100,0.061289483,NA,-1.212614041
OTU_1342,0,0,95.45454545,0.096578846,NA,-1.01511799
OTU_1343,0,0,0,0,NA,NA
OTU_1344,0,0,0,0,NA,NA
OTU_1345,6.666666667,0.002845219,0,0,-2.5458843,NA
OTU_1346,0,0,86.36363636,0.024978387,NA,-1.602435604
OTU_1347,20,0.088366658,13.63636364,0.003522948,-1.05371157,-2.453093808
OTU_1348,0,0,90.90909091,0.042321525,NA,-1.373438687
OTU_135,70,0.99547616,0,0,-0.001969136,NA
OTU_1350,16.66666667,0.01138823,95.45454545,0.048914821,-1.943543778,-1.310559535
OTU_1351,43.33333333,0.215463685,4.545454545,0.006023008,-0.666625917,-2.22018656
OTU_1354,0,0,22.72727273,0.006816551,NA,-2.166435286
OTU_1356,0,0,72.72727273,0.010554476,NA,-1.976563305
OTU_1358,0,0,68.18181818,0.018262249,NA,-1.738445742
OTU_1359,53.33333333,0.034337731,0,0,-1.464228405,NA
OTU_136,10,0.013420198,0,0,-1.872241087,NA
OTU_1360,10,0.003125057,86.36363636,0.017741701,-2.505142011,-1.751004733
OTU_1361,0,0,9.090909091,0.002767702,NA,-2.557880672
OTU_1362,0,0,50,0.008811716,NA,-2.054939486
OTU_1363,0,0,63.63636364,0.013639087,NA,-1.865214687
OTU_1364,3.333333333,0.006920176,95.45454545,0.074098223,-2.15988286,-1.130192208
OTU_1365,6.666666667,0.033556313,95.45454545,0.071012392,-1.474225763,-1.148665859
OTU_1366,56.66666667,0.183719567,0,0,-0.735844586,NA
OTU_1367,0,0,31.81818182,0.012013634,NA,-1.920325603
OTU_1368,3.333333333,0.001903276,90.90909091,0.050993189,-2.720498229,-1.29248783
OTU_137,3.333333333,0.004504302,40.90909091,0.009715145,-2.346372499,-2.012550713
OTU_1370,0,0,36.36363636,0.006242185,NA,-2.204663356
OTU_1371,3.333333333,0.001810872,90.90909091,0.067230109,-2.742112246,-1.172436185
OTU_1374,0,0,50,0.008289146,NA,-2.081490211
OTU_1376,0,0,0,0,NA,NA
OTU_1377,0,0,0,0,NA,NA
OTU_1378,0,0,77.27272727,0.023194669,NA,-1.634611812
OTU_1379,53.33333333,0.167764295,0,0,-0.775300464,NA
OTU_138,6.666666667,0.140765414,0,0,-0.851504038,NA
OTU_1381,0,0,0,0,NA,NA
OTU_1382,3.333333333,0.001903276,100,0.039412898,-2.720498229,-1.404361635
OTU_1384,0,0,4.545454545,0.009573042,NA,-2.018950036
OTU_1385,73.33333333,0.173006475,0,0,-0.761937642,NA
OTU_1386,13.33333333,0.007554673,13.63636364,0.007732933,-2.121784358,-2.111655771
OTU_1388,0,0,86.36363636,0.073678389,NA,-1.132659877
OTU_1389,0,0,0,0,NA,NA
OTU_139,16.66666667,0.007534401,0,0,-2.122951258,NA
OTU_1390,10,0.030726109,0,0,-1.512492433,NA
OTU_1391,16.66666667,0.014839347,63.63636364,0.015587783,-1.828585198,-1.807215653
OTU_1392,0,0,100,0.037952668,NA,-1.420757692
OTU_1393,0,0,0,0,NA,NA
OTU_1394,3.333333333,0.00724349,0,0,-2.140052135,NA
OTU_1396,0,0,36.36363636,0.005057362,NA,-2.296075948
OTU_1397,0,0,72.72727273,0.029065581,NA,-1.536620996
OTU_1398,0,0,4.545454545,0.019146085,NA,-1.717920017
OTU_1399,0,0,36.36363636,0.037029188,NA,-1.43145581
OTU_140,3.333333333,0.018456995,95.45454545,0.037923335,-1.733839005,-1.421093477
OTU_1400,0,0,0,0,NA,NA
OTU_1401,3.333333333,0.149700599,0,0,-0.824776462,NA
OTU_1402,46.66666667,0.214019684,0,0,-0.669546282,NA
OTU_1403,0,0,95.45454545,0.042167335,NA,-1.375023848
OTU_1404,0,0,0,0,NA,NA
OTU_1406,0,0,77.27272727,0.019056617,NA,-1.719954198
OTU_1408,0,0,0,0,NA,NA
OTU_1409,0,0,13.63636364,0.004779502,NA,-2.320617352
OTU_141,33.33333333,0.162900076,18.18181818,0.006429362,-0.788078714,-2.191832155
OTU_1412,3.333333333,0.001903276,100,0.076554995,-2.720498229,-1.116026466
OTU_1413,0,0,86.36363636,0.073158165,NA,-1.135737196
OTU_1414,0,0,0,0,NA,NA
OTU_1415,0,0,0,0,NA,NA
OTU_1417,3.333333333,0.013779799,100,0.106257909,-1.860757117,-0.973638734
OTU_1418,16.66666667,0.158999128,0,0,-0.798605259,NA
OTU_1419,70,0.078029124,54.54545455,0.012749116,-1.107743271,-1.894519913
OTU_1420,0,0,72.72727273,0.02035222,NA,-1.691388202
OTU_1421,0,0,9.090909091,0.044702963,NA,-1.34966369
OTU_1422,0,0,54.54545455,0.011207135,NA,-1.95050539
