OTU_ID,Occurrence_of_OTU_in_plant_samples(%),Average_relative_OTU_content_in_plant_samples(%),Occurrence_of_OTU_in_soil_samples(%),Average_relative_OTU_content_in_soil_samples(%),Log10_Average_relative_OTU_content_in_plant_samples,Log10_Average_relative_OTU_content_in_soil_samples
OTU_1925,0,0,83.01886792,0.031980865,NA,-1.49510979
OTU_1927,0,0,64.1509434,0.021022481,NA,-1.677316034
OTU_1929,2.739726027,0.014874417,0,0,-1.827560047,NA
OTU_193,1.369863014,0.003063069,98.11320755,0.161946399,-2.51384322,-0.790628705
OTU_1930,0,0,1.886792453,0.008584182,NA,-2.066301083
OTU_1931,0,0,3.773584906,0.008024642,NA,-2.095574361
OTU_1932,0,0,5.660377358,0.011993012,NA,-1.921071744
OTU_1934,0,0,39.62264151,0.004584024,NA,-2.338753117
OTU_1935,4.109589041,0.006794698,0,0,-2.167829841,NA
OTU_1937,32.87671233,0.129794826,0,0,-0.886742621,NA
OTU_1938,0,0,1.886792453,0.003192033,NA,-2.495932627
OTU_1939,0,0,98.11320755,0.046921099,NA,-1.328631827
OTU_194,52.05479452,0.501622366,11.32075472,0.006714232,-0.299623107,-2.173003689
OTU_1940,0,0,0,0,NA,NA
OTU_1942,28.76712329,0.077680088,86.79245283,0.046193646,-1.109690291,-1.335417755
OTU_1943,0,0,20.75471698,0.037552856,NA,-1.425357029
OTU_1944,0,0,3.773584906,0.004651696,NA,-2.332388675
OTU_1945,0,0,49.05660377,0.030919934,NA,-1.509761438
OTU_1946,0,0,39.62264151,0.020745063,NA,-1.683085245
OTU_1947,1.369863014,0.008437395,24.52830189,0.040144017,-2.073791619,-1.396379175
OTU_1948,0,0,90.56603774,0.054784213,NA,-1.261344574
OTU_1949,0,0,94.33962264,0.025184695,NA,-1.598863306
OTU_195,39.7260274,1.68631389,5.660377358,0.006504001,0.226938417,-2.186819378
OTU_1950,0,0,0,0,NA,NA
OTU_1951,0,0,96.22641509,0.072488531,NA,-1.139730699
OTU_1952,0,0,73.58490566,0.040793545,NA,-1.389408556
OTU_1953,0,0,9.433962264,0.015763114,NA,-1.802357978
OTU_1955,0,0,39.62264151,0.011097607,NA,-1.95477064
OTU_1956,0,0,94.33962264,0.023708077,NA,-1.625103666
OTU_1957,0,0,39.62264151,0.010643478,NA,-1.972916416
OTU_1958,0,0,0,0,NA,NA
OTU_1959,1.369863014,0.001987084,5.660377358,0.00287095,-2.701783774,-2.541974371
OTU_196,4.109589041,0.016553304,69.81132075,0.040118468,-1.7811153,-1.396655662
OTU_1960,17.80821918,0.017661471,26.41509434,0.009733956,-1.752973131,-2.011710612
OTU_1962,0,0,81.13207547,0.032079711,NA,-1.493769559
OTU_1963,0,0,90.56603774,0.021569024,NA,-1.666169512
OTU_1964,0,0,11.32075472,0.004218146,NA,-2.374878358
OTU_1965,0,0,0,0,NA,NA
OTU_1966,0,0,41.50943396,0.009258953,NA,-2.033438138
OTU_1967,1.369863014,0.002643754,60.37735849,0.013804368,-2.577778958,-1.859983458
OTU_1969,2.739726027,0.155096131,81.13207547,0.059307309,-0.809399036,-1.226891779
OTU_197,50.68493151,0.969399153,0,0,-0.013497364,NA
OTU_1971,0,0,92.45283019,0.032665483,NA,-1.485910913
OTU_1973,0,0,64.1509434,0.031401128,NA,-1.503054754
OTU_1974,0,0,90.56603774,0.047927607,NA,-1.319414258
OTU_1975,0,0,45.28301887,0.013832322,NA,-1.859104906
OTU_1976,0,0,5.660377358,0.003978451,NA,-2.400285986
OTU_1977,0,0,49.05660377,0.011259544,NA,-1.948479196
OTU_1978,10.95890411,0.05228901,0,0,-1.281589583,NA
OTU_1979,23.28767123,0.315633118,0,0,-0.500817434,NA
OTU_198,13.69863014,0.031795124,66.03773585,0.014865312,-1.497639484,-1.827825975
OTU_1980,0,0,0,0,NA,NA
OTU_1981,0,0,90.56603774,0.043287561,NA,-1.363636884
OTU_1982,1.369863014,0.002552257,0,0,-2.593075596,NA
OTU_1984,0,0,86.79245283,0.031107669,NA,-1.507132536
OTU_1985,0,0,0,0,NA,NA
OTU_1986,0,0,5.660377358,0.019235776,NA,-1.715890296
OTU_1988,0,0,5.660377358,0.005541557,NA,-2.256368221
OTU_1989,0,0,33.96226415,0.00839577,NA,-2.075939485
OTU_199,49.31506849,0.611867724,58.49056604,0.009837343,-0.213342456,-2.007122187
OTU_1990,0,0,39.62264151,0.039717488,NA,-1.401018222
OTU_1991,1.369863014,0.002469014,100,0.09060639,-2.607476447,-1.042841175
OTU_1992,0,0,0,0,NA,NA
OTU_1993,65.75342466,0.28701208,88.67924528,0.018440806,-0.542099824,-1.734220112
OTU_1994,15.06849315,0.155739774,0,0,-0.807600461,NA
OTU_1995,0,0,47.16981132,0.025391209,NA,-1.59531662
OTU_1996,0,0,7.547169811,0.005217281,NA,-2.282555793
OTU_1997,0,0,98.11320755,0.062330355,NA,-1.205300397
OTU_1998,8.219178082,0.036307482,7.547169811,0.040596293,-1.440003875,-1.391513627
OTU_20,2.739726027,0.003819035,1.886792453,0.001408451,-2.418046418,-2.851258258
OTU_200,0,0,0,0,NA,NA
OTU_2000,0,0,9.433962264,0.007671656,NA,-2.115110891
OTU_2001,0,0,0,0,NA,NA
OTU_2003,8.219178082,4.675990177,0,0,0.66987359,NA
OTU_2004,0,0,39.62264151,0.055282228,NA,-1.25741446
OTU_2005,19.17808219,0.158409838,24.52830189,0.017343489,-0.80021785,-1.760863525
OTU_2008,0,0,16.98113208,0.009885871,NA,-2.004985041
OTU_2009,0,0,98.11320755,0.099148298,NA,-1.003714739
OTU_201,58.90410959,0.25571108,18.86792453,0.019065773,-0.592250454,-1.719745589
OTU_2010,1.369863014,0.025290845,98.11320755,0.083098183,-1.59703666,-1.080408473
OTU_2011,0,0,71.69811321,0.033540484,NA,-1.474430669
OTU_2015,4.109589041,0.018586093,56.60377358,0.007948491,-1.730811894,-2.099715326
OTU_2016,15.06849315,0.052136944,0,0,-1.282854432,NA
OTU_2017,0,0,90.56603774,0.041709276,NA,-1.379767344
OTU_2018,0,0,50.94339623,0.027211975,NA,-1.565239937
OTU_202,5.479452055,3.207854445,11.32075472,0.004547157,0.506214654,-2.342260067
OTU_2020,2.739726027,0.002964583,98.11320755,0.063980847,-2.528036459,-1.193950016
OTU_2022,1.369863014,0.015035333,79.24528302,0.028508161,-1.822886949,-1.545030803
OTU_2023,5.479452055,0.366858401,5.660377358,0.002638324,-0.435501531,-2.578671872
OTU_2024,0,0,90.56603774,0.055274727,NA,-1.257473391
OTU_2026,39.7260274,0.11829015,32.0754717,0.009760294,-0.927051419,-2.010537106
OTU_2028,0,0,69.81132075,0.030692267,NA,-1.512971029
OTU_2029,0,0,32.0754717,0.037276541,NA,-1.428564389
OTU_203,6.849315068,0.016770159,32.0754717,0.00857645,-1.775462815,-2.066692416
OTU_2030,0,0,86.79245283,0.064535917,NA,-1.190198514
OTU_2031,0,0,35.8490566,0.010958628,NA,-1.960243805
OTU_2032,13.69863014,0.046187231,0,0,-1.33547807,NA
OTU_2033,0,0,13.20754717,0.013699615,NA,-1.863291633
OTU_2034,0,0,3.773584906,0.002684337,NA,-2.571162962
OTU_2035,0,0,22.64150943,0.011939334,NA,-1.923019886
OTU_2036,0,0,0,0,NA,NA
OTU_2037,0,0,0,0,NA,NA
OTU_2039,0,0,49.05660377,0.012007917,NA,-1.920532313
OTU_204,58.90410959,0.524285888,52.83018868,0.011917459,-0.280431832,-1.923816334
OTU_2040,1.369863014,0.007447125,54.71698113,0.019956318,-2.128011356,-1.699919587
OTU_2041,2.739726027,0.020329454,0,0,-1.691874296,NA
OTU_2042,2.739726027,0.004999691,75.47169811,0.039630929,-2.301056836,-1.401965747
OTU_2044,0,0,5.660377358,0.001499054,NA,-2.824182626
OTU_2045,0,0,58.49056604,0.01879415,NA,-1.725977316
OTU_2046,1.369863014,0.009427736,0,0,-2.025592587,NA
OTU_2047,0,0,5.660377358,0.006575962,NA,-2.182040683
OTU_2048,1.369863014,0.002391486,98.11320755,0.050382383,-2.621332157,-1.297721292
OTU_205,5.479452055,0.01176699,100,0.409560452,-1.929334606,-0.387681986
OTU_2050,1.369863014,0.15015015,5.660377358,0.012386042,-0.82347423,-1.90706744
OTU_2051,0,0,28.30188679,0.003051075,NA,-2.515547107
OTU_2052,0,0,37.73584906,0.020241362,NA,-1.693760277
OTU_2053,0,0,47.16981132,0.004947531,NA,-2.305611458
OTU_2054,0,0,1.886792453,0.002861394,NA,-2.543422338
OTU_2056,2.739726027,0.114975305,45.28301887,0.012931828,-0.93939543,-1.888340087
OTU_2057,1.369863014,0.005599418,100,0.048023629,-2.251857111,-1.318545022
OTU_2058,0,0,15.09433962,0.025010458,NA,-1.601878349
OTU_206,27.39726027,0.734922423,5.660377358,0.003526413,-0.133758502,-2.452666867
OTU_2060,0,0,1.886792453,0.021424746,NA,-1.669084318
OTU_2061,0,0,98.11320755,0.048963176,NA,-1.310130417
OTU_2062,0,0,90.56603774,0.067677359,NA,-1.1695566
OTU_2063,0,0,7.547169811,0.004617863,NA,-2.335558932
OTU_2064,1.369863014,0.021637996,9.433962264,0.004131245,-1.664782964,-2.383919091
OTU_2065,15.06849315,0.030314835,73.58490566,0.012876733,-1.518344787,-1.890194325
OTU_2066,10.95890411,0.004524267,1.886792453,0.002892682,-2.344451761,-2.538699307
OTU_2067,0,0,5.660377358,0.013161218,NA,-1.880703917
OTU_2068,0,0,5.660377358,0.002839129,NA,-2.546814925
OTU_2069,0,0,56.60377358,0.017327257,NA,-1.761270181
OTU_207,0,0,98.11320755,0.210623973,NA,-0.676492199
OTU_2070,0,0,1.886792453,0.002488367,NA,-2.604085567
OTU_2071,1.369863014,0.001686312,88.67924528,0.037385552,-2.773062069,-1.427296205
OTU_2072,0,0,0,0,NA,NA
OTU_2073,0,0,84.90566038,0.032035363,NA,-1.494370347
OTU_2074,0,0,0,0,NA,NA
OTU_2075,0,0,98.11320755,0.071296839,NA,-1.146929725
OTU_2076,0,0,96.22641509,0.028006127,NA,-1.552746954
OTU_2077,1.369863014,2.313624679,0,0,0.364292908,NA
OTU_2078,27.39726027,0.250656314,7.547169811,0.002837946,-0.60092135,-2.546995834
OTU_2079,20.54794521,0.106188144,20.75471698,0.005804487,-0.973923971,-2.236236137
OTU_208,0,0,0,0,NA,NA
OTU_2080,0,0,96.22641509,0.054803291,NA,-1.261193361
OTU_2081,17.80821918,0.021411988,37.73584906,0.015051425,-1.669343001,-1.822422385
OTU_2082,0,0,0,0,NA,NA
OTU_2083,0,0,1.886792453,0.002928,NA,-2.533428928
OTU_2084,0,0,0,0,NA,NA
OTU_2086,0,0,18.86792453,0.009666982,NA,-2.014709077
OTU_2087,0,0,1.886792453,0.003343252,NA,-2.475830887
OTU_2088,15.06849315,0.042061783,11.32075472,0.005763583,-1.376112317,-2.239307473
OTU_209,38.35616438,0.152386933,18.86792453,0.005215526,-0.817052273,-2.282701902
OTU_2091,0,0,96.22641509,0.053678445,NA,-1.270200075
OTU_2092,0,0,3.773584906,0.003135626,NA,-2.503675743
OTU_2094,8.219178082,0.358049453,16.98113208,0.004048051,-0.446056986,-2.392754013
OTU_2095,0,0,71.69811321,0.040488482,NA,-1.392668506
OTU_2097,0,0,92.45283019,0.03141792,NA,-1.502822576
OTU_2098,1.369863014,0.013246788,71.69811321,0.041170823,-1.877889414,-1.385410454
OTU_2099,0,0,98.11320755,0.088753821,NA,-1.05181294
OTU_210,2.739726027,0.012964435,41.50943396,0.011234103,-1.887246422,-1.949461611
OTU_2100,1.369863014,0.003531198,11.32075472,0.008976185,-2.45207793,-2.046908229
OTU_2101,4.109589041,0.008454469,0,0,-2.072913681,NA
OTU_2102,1.369863014,0.009019572,1.886792453,0.003289041,-2.04481407,-2.482930713
OTU_2104,9.589041096,0.168733195,0,0,-0.772799471,NA
OTU_2105,0,0,1.886792453,0.003290231,NA,-2.48277361
OTU_2106,0,0,90.56603774,0.031054238,NA,-1.507879118
OTU_2108,21.91780822,0.123086436,22.64150943,0.004753624,-0.909789805,-2.322975142
OTU_2109,16.43835616,0.060246424,100,0.239741969,-1.220068728,-0.620255933
OTU_211,1.369863014,1.062215478,0,0,0.026212625,NA
OTU_2110,0,0,96.22641509,0.063569864,NA,-1.196748716
OTU_2111,8.219178082,0.787610095,1.886792453,0.002193897,-0.103688726,-2.658783766
OTU_2112,0,0,77.35849057,0.053042693,NA,-1.275374438
OTU_2113,0,0,0,0,NA,NA
OTU_2114,2.739726027,0.090953107,1.886792453,0.007088931,-1.041182463,-2.149419251
OTU_2115,0,0,100,0.107092558,NA,-0.970240708
OTU_2116,13.69863014,0.016614376,0,0,-1.779515957,NA
OTU_2119,0,0,16.98113208,0.006801206,NA,-2.167414049
OTU_212,26.02739726,0.083222349,83.01886792,0.029048344,-1.079760032,-1.536878616
OTU_2120,0,0,69.81132075,0.014460798,NA,-1.839807744
OTU_2121,0,0,45.28301887,0.012318379,NA,-1.909446442
OTU_2122,0,0,22.64150943,0.006952913,NA,-2.1578332
OTU_2124,0,0,88.67924528,0.052827593,NA,-1.277139175
OTU_2125,0,0,0,0,NA,NA
OTU_2126,0,0,1.886792453,0.017418568,NA,-1.758987552
OTU_2127,4.109589041,1.320181064,0,0,0.120633499,NA
OTU_2129,2.739726027,0.030667333,39.62264151,0.008840866,-1.513323991,-2.053505197
OTU_213,47.94520548,0.251292093,66.03773585,0.021193349,-0.599821176,-1.67380041
OTU_2130,21.91780822,0.047714755,92.45283019,0.051696481,-1.3213473,-1.286539019
OTU_2131,1.369863014,0.001686312,1.886792453,0.001408451,-2.773062069,-2.851258258
OTU_2132,0,0,0,0,NA,NA
OTU_2134,15.06849315,0.123406073,1.886792453,0.007984032,-0.908663467,-2.097777731
OTU_2135,0,0,43.39622642,0.0110294,NA,-1.957448123
OTU_2136,0,0,0,0,NA,NA
OTU_2137,0,0,0,0,NA,NA
OTU_2139,1.369863014,0.050581689,94.33962264,0.023386333,-1.296006673,-1.631037872
OTU_214,4.109589041,0.090390104,0,0,-1.043879114,NA
OTU_2140,20.54794521,0.116850613,5.660377358,0.002560869,-0.932369005,-2.591612694
OTU_2141,0,0,3.773584906,0.005636184,NA,-2.249014837
OTU_2142,0,0,0,0,NA,NA
OTU_2143,0,0,69.81132075,0.032147564,NA,-1.492851929
OTU_2144,0,0,83.01886792,0.024767361,NA,-1.606120266
OTU_2145,0,0,0,0,NA,NA
OTU_2146,0,0,64.1509434,0.035235236,NA,-1.453022813
OTU_2147,0,0,66.03773585,0.050013135,NA,-1.300915923
OTU_2149,1.369863014,0.003531198,62.26415094,0.008030242,-2.45207793,-2.095271375
OTU_215,6.849315068,0.607829444,0,0,-0.216218266,NA
OTU_2150,2.739726027,0.068916811,0,0,-1.161674827,NA
OTU_2152,27.39726027,0.122859725,0,0,-0.910590463,NA
OTU_2153,5.479452055,1.246094828,9.433962264,0.002260228,0.095551093,-2.645847711
OTU_2154,0,0,35.8490566,0.009636089,NA,-2.016099212
OTU_2155,0,0,94.33962264,0.041590873,NA,-1.381001964
OTU_2156,0,0,0,0,NA,NA
OTU_2157,0,0,30.18867925,0.006290038,NA,-2.201346701
OTU_2158,0,0,98.11320755,0.043291182,NA,-1.363600556
OTU_2159,20.54794521,0.085867507,5.660377358,0.004518122,-1.066171145,-2.345042014
OTU_216,0,0,1.886792453,0.002661344,NA,-2.574898986
OTU_2160,1.369863014,0.013450623,1.886792453,0.002946897,-1.8712576,-2.530635043
OTU_2161,0,0,100,0.075823406,NA,-1.120196712
OTU_2163,0,0,92.45283019,0.027674638,NA,-1.55791805
OTU_2164,0,0,24.52830189,0.01380168,NA,-1.860068051
OTU_2165,0,0,28.30188679,0.00504509,NA,-2.297131076
OTU_2168,38.35616438,0.242427975,0,0,-0.615417266,NA
OTU_2169,5.479452055,0.833328687,3.773584906,0.002575038,-0.079183667,-2.589216442
OTU_217,1.369863014,0.001987084,45.28301887,0.012911343,-2.701783774,-1.889028584
OTU_2170,4.109589041,0.007408754,92.45283019,0.047158316,-2.130254845,-1.326441708
OTU_2172,0,0,35.8490566,0.004343701,NA,-2.362140061
OTU_2173,5.479452055,0.011618307,0,0,-1.934857161,NA
OTU_2174,0,0,1.886792453,0.003343252,NA,-2.475830887
OTU_2175,0,0,39.62264151,0.040748081,NA,-1.389892839
OTU_2176,0,0,79.24528302,0.033232426,NA,-1.478437954
OTU_2178,0,0,67.9245283,0.011741243,NA,-1.930285922
OTU_2179,2.739726027,0.014656637,58.49056604,0.012195516,-1.833965668,-1.91379982
OTU_218,69.8630137,0.529035306,39.62264151,0.006240535,-0.276515344,-2.204778197
OTU_2180,0,0,73.58490566,0.03273431,NA,-1.484996814
OTU_2181,0,0,26.41509434,0.045844777,NA,-1.338710134
OTU_2182,0,0,83.01886792,0.029401891,NA,-1.531624732
OTU_2183,0,0,15.09433962,0.00890827,NA,-2.050206635
OTU_2184,2.739726027,0.018824079,56.60377358,0.010387595,-1.725286275,-1.983484977
OTU_2187,1.369863014,0.001686312,90.56603774,0.028929583,-2.773062069,-1.538657829
OTU_2188,0,0,96.22641509,0.037161865,NA,-1.429902494
OTU_2189,0,0,45.28301887,0.020817644,NA,-1.681568421
OTU_219,34.24657534,1.070344076,7.547169811,0.002128904,0.02952341,-2.671843871
OTU_2190,0,0,88.67924528,0.03977429,NA,-1.40039756
OTU_2193,1.369863014,0.005700117,83.01886792,0.046877661,-2.24411623,-1.329034069
OTU_2194,0,0,84.90566038,0.063344134,NA,-1.198293594
OTU_2195,0,0,73.58490566,0.021561656,NA,-1.666317878
OTU_2196,0,0,26.41509434,0.004506925,NA,-2.346119703
OTU_2198,0,0,66.03773585,0.036965412,NA,-1.432204453
OTU_2199,0,0,84.90566038,0.023462159,NA,-1.629632018
OTU_22,94.52054795,4.329197131,92.45283019,0.094975025,0.636407362,-1.022390584
OTU_220,16.43835616,0.171363051,47.16981132,0.009605165,-0.766082814,-2.017495181
OTU_2200,1.369863014,0.001989416,94.33962264,0.044317932,-2.701274394,-1.353420511
OTU_2202,0,0,0,0,NA,NA
OTU_2203,0,0,3.773584906,0.004718961,NA,-2.326153612
OTU_2204,0,0,54.71698113,0.029308538,NA,-1.533005839
OTU_2205,0,0,47.16981132,0.027928761,NA,-1.553948337
OTU_2206,0,0,0,0,NA,NA
OTU_2207,0,0,0,0,NA,NA
OTU_2209,0,0,35.8490566,0.011516481,NA,-1.938680203
OTU_221,0,0,0,0,NA,NA
OTU_2210,31.50684932,0.063848504,3.773584906,0.002551284,-1.194849275,-2.59324128
OTU_2211,23.28767123,0.154248854,22.64150943,0.007422892,-0.811778055,-2.129426853
OTU_2212,0,0,1.886792453,0.002488367,NA,-2.604085567
OTU_2213,0,0,49.05660377,0.040158102,NA,-1.396226818
OTU_2214,0,0,24.52830189,0.004389819,NA,-2.357553432
OTU_2216,0,0,94.33962264,0.058282876,NA,-1.234459028
OTU_2217,28.76712329,0.083297375,18.86792453,0.003492654,-1.079368684,-2.456844436
OTU_2218,0,0,96.22641509,0.050431768,NA,-1.297295807
OTU_2219,0,0,69.81132075,0.025875396,NA,-1.587112991
OTU_222,0,0,7.547169811,0.005950456,NA,-2.225449752
OTU_2220,0,0,5.660377358,0.007696927,NA,-2.113682614
OTU_2221,1.369863014,0.002690125,45.28301887,0.015819273,-2.570227539,-1.800813471
OTU_2222,2.739726027,0.009987838,1.886792453,0.004976734,-2.00052851,-2.303055571
OTU_2224,1.369863014,0.001944012,94.33962264,0.039303495,-2.711301059,-1.405568825
OTU_2225,6.849315068,0.06742651,3.773584906,0.003380747,-1.17116932,-2.470987329
OTU_2226,0,0,1.886792453,0.002661344,NA,-2.574898986
OTU_2227,0,0,22.64150943,0.012438466,NA,-1.905233188
OTU_2228,1.369863014,0.005599418,81.13207547,0.022833768,-2.251857111,-1.641422421
OTU_2229,0,0,88.67924528,0.03098864,NA,-1.50879748
OTU_223,4.109589041,0.007372678,0,0,-2.132374733,NA
OTU_2230,0,0,64.1509434,0.038535799,NA,-1.414135637
OTU_2231,0,0,32.0754717,0.007103168,NA,-2.148547892
OTU_2232,1.369863014,0.002469014,24.52830189,0.025732915,-2.607476447,-1.589511015
OTU_2234,20.54794521,0.025350178,0,0,-1.596018993,NA
OTU_2236,0,0,45.28301887,0.016252882,NA,-1.789069607
OTU_2237,0,0,15.09433962,0.009691343,NA,-2.013616024
OTU_2238,1.369863014,0.039478879,96.22641509,0.065222636,-1.403635188,-1.18560165
OTU_2239,1.369863014,0.021187189,35.8490566,0.013189373,-1.673926659,-1.879775837
OTU_224,23.28767123,0.07969578,96.22641509,0.075561218,-1.098564675,-1.121701048
OTU_2241,0,0,88.67924528,0.042488239,NA,-1.371731267
OTU_2242,0,0,0,0,NA,NA
OTU_2243,0,0,0,0,NA,NA
OTU_2244,2.739726027,0.012225664,0,0,-1.912727562,NA
OTU_2245,17.80821918,0.063338129,41.50943396,0.007016373,-1.19833477,-2.153887354
OTU_2246,82.19178082,0.456185014,3.773584906,0.00594311,-0.340858986,-2.225986231
OTU_2247,6.849315068,0.021423652,49.05660377,0.009322056,-1.669106491,-2.030488273
OTU_2248,0,0,100,0.152194209,NA,-0.817601871
OTU_2249,0,0,1.886792453,0.002488367,NA,-2.604085567
OTU_225,2.739726027,0.0635187,28.30188679,0.00731546,-1.197098399,-2.135758336
OTU_2250,0,0,1.886792453,0.002861394,NA,-2.543422338
OTU_2251,0,0,0,0,NA,NA
OTU_2252,4.109589041,0.031951246,15.09433962,0.013589046,-1.495512206,-1.866811019
OTU_2253,5.479452055,0.015375666,3.773584906,0.006338406,-1.813166078,-2.198019946
OTU_2254,0,0,1.886792453,0.001303917,NA,-2.884750052
OTU_2255,0,0,0,0,NA,NA
OTU_2256,0,0,98.11320755,0.038863438,NA,-1.410458788
OTU_2257,0,0,75.47169811,0.042630207,NA,-1.370282561
OTU_2258,0,0,98.11320755,0.062635106,NA,-1.203182183
OTU_2259,0,0,7.547169811,0.012832615,NA,-1.891684835
OTU_226,13.69863014,0.015820351,52.83018868,0.012471693,-1.800783896,-1.904074589
OTU_2260,0,0,39.62264151,0.012780129,NA,-1.893464767
OTU_2261,10.95890411,0.174334628,81.13207547,0.040131745,-0.75861634,-1.396511961
OTU_2262,1.369863014,0.970873786,52.83018868,0.042160276,-0.012837225,-1.375096552
OTU_2264,0,0,83.01886792,0.032415067,NA,-1.489253078
OTU_2265,0,0,3.773584906,0.002060409,NA,-2.686046562
OTU_2266,12.32876712,0.069632078,54.71698113,0.021061059,-1.157190641,-1.676519789
OTU_2267,0,0,0,0,NA,NA
OTU_2268,8.219178082,1.413392192,0,0,0.150262688,NA
OTU_2270,0,0,0,0,NA,NA
OTU_2272,0,0,49.05660377,0.009148708,NA,-2.038640243
OTU_2273,0,0,81.13207547,0.03756285,NA,-1.425241462
OTU_2274,0,0,3.773584906,0.005563033,NA,-2.254688403
OTU_2275,0,0,28.30188679,0.004533214,NA,-2.343593734
OTU_2276,0,0,11.32075472,0.014389061,NA,-1.841967536
OTU_2277,0,0,11.32075472,0.004239033,NA,-2.372733254
OTU_2279,0,0,16.98113208,0.009317655,NA,-2.030693374
OTU_228,53.42465753,0.736598152,39.62264151,0.007396365,-0.132769375,-2.130981646
OTU_2280,8.219178082,0.047331221,37.73584906,0.022037544,-1.32485229,-1.656836813
OTU_2281,1.369863014,0.01782849,81.13207547,0.036238372,-1.748885438,-1.440831319
OTU_2282,5.479452055,0.053855716,22.64150943,0.005504468,-1.2687682,-2.259284668
OTU_2283,0,0,0,0,NA,NA
OTU_2284,10.95890411,0.172743901,3.773584906,0.002005908,-0.762597277,-2.69768899
OTU_2287,0,0,81.13207547,0.030520218,NA,-1.515412363
OTU_2288,0,0,28.30188679,0.013089623,NA,-1.883072868
OTU_2289,0,0,88.67924528,0.115774023,NA,-0.936388874
OTU_229,0,0,71.69811321,0.22657675,NA,-0.644784657
OTU_2291,0,0,0,0,NA,NA
OTU_2292,0,0,0,0,NA,NA
OTU_2295,0,0,7.547169811,0.002588518,NA,-2.586948895
OTU_2296,1.369863014,0.003655372,7.547169811,0.004680583,-2.437068419,-2.329700026
OTU_2297,0,0,52.83018868,0.046487509,NA,-1.332663722
OTU_2298,8.219178082,0.012714112,0,0,-1.895713967,NA
OTU_2299,5.479452055,0.011384777,83.01886792,0.10772164,-1.943675462,-0.967697045
OTU_23,52.05479452,0.113346766,43.39622642,0.007265235,-0.945590866,-2.138750326
OTU_2301,1.369863014,0.058320373,52.83018868,0.072423098,-1.234179707,-1.140122902
OTU_2302,0,0,71.69811321,0.054614084,NA,-1.262695345
OTU_2303,0,0,88.67924528,0.034309748,NA,-1.464582478
OTU_2304,15.06849315,0.120692169,13.20754717,0.008380159,-0.918320906,-2.076747719
OTU_2305,0,0,100,0.038181091,NA,-1.418151663
OTU_2306,17.80821918,0.159692086,0,0,-0.796716605,NA
OTU_2307,0,0,0,0,NA,NA
OTU_2309,1.369863014,0.005599418,77.35849057,0.034164076,-2.251857111,-1.466430326
OTU_2310,9.589041096,0.010696257,60.37735849,0.016029395,-1.970768182,-1.79508287
OTU_2311,0,0,84.90566038,0.018540252,NA,-1.731884357
OTU_2312,0,0,13.20754717,0.005849102,NA,-2.232910784
OTU_2313,0,0,75.47169811,0.015486396,NA,-1.810049646
OTU_2314,0,0,64.1509434,0.027164435,NA,-1.56599932
OTU_2315,10.95890411,0.058695794,0,0,-1.231393016,NA
OTU_2316,0,0,86.79245283,0.046775983,NA,-1.329977076
OTU_2317,0,0,71.69811321,0.03247652,NA,-1.488430512
OTU_2318,0,0,0,0,NA,NA
OTU_2319,1.369863014,0.002690125,100,0.077788684,-2.570227539,-1.109083577
OTU_232,1.369863014,0.314465409,7.547169811,0.002522133,-0.50242712,-2.598232102
OTU_2321,0,0,64.1509434,0.011634257,NA,-1.934261345
OTU_2322,0,0,94.33962264,0.027268881,NA,-1.56433268
OTU_2323,1.369863014,0.001944012,98.11320755,0.073810114,-2.711301059,-1.131884123
OTU_2324,0,0,43.39622642,0.011811633,NA,-1.927690059
OTU_2325,0,0,62.26415094,0.011729473,NA,-1.930721487
OTU_2326,0,0,18.86792453,0.030231626,NA,-1.519538488
OTU_2327,0,0,5.660377358,0.006687941,NA,-2.174707588
OTU_2328,0,0,0,0,NA,NA
OTU_233,26.02739726,1.24759881,1.886792453,0.002229108,0.096074952,-2.651868889
OTU_2330,1.369863014,0.005885815,0,0,-2.230193393,NA
OTU_2331,0,0,92.45283019,0.02259029,NA,-1.646078192
OTU_2332,0,0,73.58490566,0.027168431,NA,-1.565935439
OTU_2333,0,0,67.9245283,0.018329566,NA,-1.736847819
OTU_2334,1.369863014,0.002336176,77.35849057,0.043241241,-2.631494442,-1.364101852
OTU_2335,0,0,5.660377358,0.005950621,NA,-2.225437685
OTU_2336,0,0,3.773584906,0.0065874,NA,-2.181285997
OTU_2337,36.98630137,0.037919965,0,0,-1.421132073,NA
OTU_2338,0,0,92.45283019,0.017054457,NA,-1.768162099
OTU_234,0,0,0,0,NA,NA
OTU_2340,0,0,52.83018868,0.084941826,NA,-1.070878406
OTU_2342,0,0,83.01886792,0.013143361,NA,-1.88129356
OTU_2343,0,0,45.28301887,0.004683819,NA,-2.329399854
OTU_2344,1.369863014,0.013246788,75.47169811,0.038959684,-1.877889414,-1.409384573
OTU_2345,0,0,3.773584906,0.002894697,NA,-2.538396889
OTU_2346,0,0,96.22641509,0.045975868,NA,-1.337470066
OTU_2347,0,0,88.67924528,0.029566819,NA,-1.5291954
OTU_2349,0,0,98.11320755,0.039365607,NA,-1.404883046
OTU_235,0,0,0,0,NA,NA
OTU_2350,0,0,3.773584906,0.015904183,NA,-1.798488636
OTU_2351,0,0,28.30188679,0.00728436,NA,-2.137608587
OTU_2353,0,0,3.773584906,0.003002298,NA,-2.522546203
