Rel.cont	Group	OTU_ID
0.611378408	Rel.cont.L	OTU_10
0.003977212	Rel.cont.L	OTU_10
0.026939845	Rel.cont.L	OTU_10
0.001384802	Rel.cont.L	OTU_10
0.0048592	Rel.cont.L	OTU_10
0.000701816	Region.P.Rel.cont	OTU_10
0.000300707	Region.P.Rel.cont	OTU_10
0.003144654	Region.P.Rel.cont	OTU_10
1.51E-05	Region.S.Rel.cont	OTU_10
0.315354098	Rel.cont.L	OTU_23
0.001184446	Rel.cont.L	OTU_23
0.00025965	Rel.cont.L	OTU_23
2.93E-05	Rel.cont.L	OTU_23
1.69E-05	Region.P.Rel.cont	OTU_23
0.000927275	Region.P.Rel.cont	OTU_23
0.000512098	Region.P.Rel.cont	OTU_23
0.003037186	Region.P.Rel.cont	OTU_23
9.58E-05	Region.P.Rel.cont	OTU_23
8.55E-05	Region.P.Rel.cont	OTU_23
0.000848496	Region.P.Rel.cont	OTU_23
0.000358723	Region.P.Rel.cont	OTU_23
0.006579525	Region.P.Rel.cont	OTU_23
0.000670241	Region.P.Rel.cont	OTU_23
0.000249408	Region.P.Rel.cont	OTU_23
0.000122523	Region.P.Rel.cont	OTU_23
0.000167983	Region.P.Rel.cont	OTU_23
0.000134771	Region.P.Rel.cont	OTU_23
0.002196595	Region.P.Rel.cont	OTU_23
5.89E-05	Region.P.Rel.cont	OTU_23
0.000100594	Region.P.Rel.cont	OTU_23
0.00077912	Region.P.Rel.cont	OTU_23
2.76E-05	Region.P.Rel.cont	OTU_23
0.01572327	Region.P.Rel.cont	OTU_23
0.000947493	Region.P.Rel.cont	OTU_23
0.00011147	Region.P.Rel.cont	OTU_23
0.001144913	Region.P.Rel.cont	OTU_23
9.58E-05	Region.P.Rel.cont	OTU_23
1.45E-05	Region.S.Rel.cont	OTU_23
1.51E-05	Region.S.Rel.cont	OTU_23
7.81E-05	Region.S.Rel.cont	OTU_23
2.95E-05	Region.S.Rel.cont	OTU_23
9.57E-05	Region.S.Rel.cont	OTU_23
3.42E-05	Region.S.Rel.cont	OTU_23
3.34E-05	Region.S.Rel.cont	OTU_23
0.000132034	Region.S.Rel.cont	OTU_23
7.64E-05	Region.S.Rel.cont	OTU_23
9.71E-05	Region.S.Rel.cont	OTU_23
6.35E-05	Region.S.Rel.cont	OTU_23
5.99E-05	Region.S.Rel.cont	OTU_23
6.58E-05	Region.S.Rel.cont	OTU_23
2.29E-05	Region.S.Rel.cont	OTU_23
0.00020062	Region.S.Rel.cont	OTU_23
0.001688191	Rel.cont.L	OTU_28
0.00193486	Rel.cont.L	OTU_28
0.127819359	Rel.cont.L	OTU_28
6.49E-05	Rel.cont.L	OTU_28
0.051958316	Rel.cont.L	OTU_28
0.086322322	Region.P.Rel.cont	OTU_28
0.002649358	Region.P.Rel.cont	OTU_28
0.005377032	Region.P.Rel.cont	OTU_28
0.006406166	Region.P.Rel.cont	OTU_28
0.017332599	Region.P.Rel.cont	OTU_28
0.000199504	Region.P.Rel.cont	OTU_28
0.005090978	Region.P.Rel.cont	OTU_28
0.000919311	Region.P.Rel.cont	OTU_28
0.000908765	Region.P.Rel.cont	OTU_28
0.065707518	Region.P.Rel.cont	OTU_28
0.00059577	Region.P.Rel.cont	OTU_28
0.002743484	Region.P.Rel.cont	OTU_28
0.002856713	Region.P.Rel.cont	OTU_28
3.53E-05	Region.P.Rel.cont	OTU_28
0.000310752	Region.P.Rel.cont	OTU_28
0.000235433	Region.P.Rel.cont	OTU_28
6.03E-05	Region.P.Rel.cont	OTU_28
2.76E-05	Region.P.Rel.cont	OTU_28
0.00011147	Region.P.Rel.cont	OTU_28
0.003034901	Region.P.Rel.cont	OTU_28
0.001734104	Region.P.Rel.cont	OTU_28
0.000104313	Region.S.Rel.cont	OTU_28
2.60E-05	Region.S.Rel.cont	OTU_28
2.64E-05	Region.S.Rel.cont	OTU_28
2.55E-05	Region.S.Rel.cont	OTU_28
2.43E-05	Region.S.Rel.cont	OTU_28
2.89E-05	Region.S.Rel.cont	OTU_28
0.000253229	Rel.cont.L	OTU_32
0.021390949	Rel.cont.L	OTU_32
0.025380821	Rel.cont.L	OTU_32
0.005327557	Rel.cont.L	OTU_32
0.000118042	Region.P.Rel.cont	OTU_32
0.000128025	Region.P.Rel.cont	OTU_32
0.001914193	Region.P.Rel.cont	OTU_32
