Rel.cont	Group	OTU_ID
0.005575758	Rel.cont.L	OTU_22
0.029520295	Rel.cont.L	OTU_22
0.022857143	Rel.cont.L	OTU_22
0.024244833	Rel.cont.L	OTU_22
0.082969432	Rel.cont.L	OTU_22
0.010652463	Rel.cont.L	OTU_22
0.007415859	Rel.cont.L	OTU_22
0.001237624	Rel.cont.L	OTU_22
0.004805125	Rel.cont.L	OTU_22
0.056637168	Rel.cont.L	OTU_22
0.000202529	Rel.cont.L	OTU_22
0.002129693	Region.P.Rel.cont	OTU_22
0.02946896	Region.P.Rel.cont	OTU_22
0.003097767	Region.P.Rel.cont	OTU_22
0.0017427	Region.P.Rel.cont	OTU_22
0.017926501	Region.P.Rel.cont	OTU_22
0.008654479	Region.P.Rel.cont	OTU_22
0.034280659	Region.P.Rel.cont	OTU_22
0.004028692	Region.P.Rel.cont	OTU_22
0.028516993	Region.P.Rel.cont	OTU_22
0.000284726	Region.P.Rel.cont	OTU_22
0.000241245	Region.P.Rel.cont	OTU_22
0.006580623	Region.P.Rel.cont	OTU_22
0.055488248	Region.P.Rel.cont	OTU_22
0.028487662	Region.P.Rel.cont	OTU_22
0.006983184	Region.P.Rel.cont	OTU_22
0.019045288	Region.P.Rel.cont	OTU_22
0.065257557	Region.P.Rel.cont	OTU_22
0.001971091	Region.P.Rel.cont	OTU_22
0.008395266	Region.P.Rel.cont	OTU_22
0.002511702	Region.P.Rel.cont	OTU_22
0.035620606	Region.P.Rel.cont	OTU_22
0.041751527	Region.P.Rel.cont	OTU_22
0.007450772	Region.P.Rel.cont	OTU_22
0.001230445	Region.P.Rel.cont	OTU_22
0.019153802	Region.P.Rel.cont	OTU_22
1.12E-05	Region.S.Rel.cont	OTU_22
9.58E-06	Region.S.Rel.cont	OTU_22
9.56E-05	Region.S.Rel.cont	OTU_22
5.54E-05	Region.S.Rel.cont	OTU_22
8.32E-05	Region.S.Rel.cont	OTU_22
9.67E-05	Region.S.Rel.cont	OTU_22
1.99E-05	Region.S.Rel.cont	OTU_22
5.00E-05	Region.S.Rel.cont	OTU_22
0.000114076	Region.S.Rel.cont	OTU_22
0.000141856	Region.S.Rel.cont	OTU_22
1.25E-05	Region.S.Rel.cont	OTU_22
1.60E-05	Region.S.Rel.cont	OTU_22
0.015	Rel.cont.L	OTU_32
0.011393939	Rel.cont.L	OTU_32
0.007380074	Rel.cont.L	OTU_32
0.004372019	Rel.cont.L	OTU_32
0.007860262	Rel.cont.L	OTU_32
0.021677125	Rel.cont.L	OTU_32
0.025990099	Rel.cont.L	OTU_32
0.005872931	Rel.cont.L	OTU_32
0.077876106	Rel.cont.L	OTU_32
0.010216481	Rel.cont.L	OTU_32
0.094339623	Rel.cont.L	OTU_32
0.000518771	Region.P.Rel.cont	OTU_32
0.000188141	Region.P.Rel.cont	OTU_32
8.49E-05	Region.P.Rel.cont	OTU_32
0.000969227	Region.P.Rel.cont	OTU_32
0.006059125	Region.P.Rel.cont	OTU_32
0.001765863	Region.P.Rel.cont	OTU_32
9.79E-05	Region.P.Rel.cont	OTU_32
0.00065703	Region.P.Rel.cont	OTU_32
0.001238646	Region.P.Rel.cont	OTU_32
0.00331088	Region.P.Rel.cont	OTU_32
0.000734445	Region.P.Rel.cont	OTU_32
0.000101833	Region.P.Rel.cont	OTU_32
0.000435435	Region.P.Rel.cont	OTU_32
0.002287021	Region.P.Rel.cont	OTU_32
0.000920583	Region.S.Rel.cont	OTU_32
0.003369868	Region.S.Rel.cont	OTU_32
0.001517564	Region.S.Rel.cont	OTU_32
0.000939084	Region.S.Rel.cont	OTU_32
0.001338103	Region.S.Rel.cont	OTU_32
0.001873961	Region.S.Rel.cont	OTU_32
0.001716215	Region.S.Rel.cont	OTU_32
0.001477474	Region.S.Rel.cont	OTU_32
0.000593767	Region.S.Rel.cont	OTU_32
0.001410122	Region.S.Rel.cont	OTU_32
0.00073789	Region.S.Rel.cont	OTU_32
0.000976934	Region.S.Rel.cont	OTU_32
0.003237176	Region.S.Rel.cont	OTU_32
0.001064706	Region.S.Rel.cont	OTU_32
0.000898419	Region.S.Rel.cont	OTU_32
0.000530623	Region.S.Rel.cont	OTU_32
0.001373763	Region.S.Rel.cont	OTU_32
0.002098881	Region.S.Rel.cont	OTU_32
0.000886636	Region.S.Rel.cont	OTU_32
0.003195399	Region.S.Rel.cont	OTU_32
0.001	Rel.cont.L	OTU_52
0.004606061	Rel.cont.L	OTU_52
0.02214022	Rel.cont.L	OTU_52
0.04285714	Rel.cont.L	OTU_52
0.0127186	Rel.cont.L	OTU_52
0.07248908	Rel.cont.L	OTU_52
0.01065246	Rel.cont.L	OTU_52
0.004563605	Rel.cont.L	OTU_52
0.008663366	Rel.cont.L	OTU_52
0.001601708	Rel.cont.L	OTU_52
0.0460177	Rel.cont.L	OTU_52
0.000270039	Rel.cont.L	OTU_52
0.01886792	Rel.cont.L	OTU_52
0.000573379	Region.P.Rel.cont	OTU_52
0.007404637	Region.P.Rel.cont	OTU_52
0.001021242	Region.P.Rel.cont	OTU_52
0.001123073	Region.P.Rel.cont	OTU_52
0.005676725	Region.P.Rel.cont	OTU_52
0.006679	Region.P.Rel.cont	OTU_52
0.03516532	Region.P.Rel.cont	OTU_52
0.001473912	Region.P.Rel.cont	OTU_52
0.01536476	Region.P.Rel.cont	OTU_52
4.07E-05	Region.P.Rel.cont	OTU_52
8.04E-05	Region.P.Rel.cont	OTU_52
0.004118196	Region.P.Rel.cont	OTU_52
0.02423068	Region.P.Rel.cont	OTU_52
0.02145126	Region.P.Rel.cont	OTU_52
0.001645463	Region.P.Rel.cont	OTU_52
0.00876377	Region.P.Rel.cont	OTU_52
0.02889661	Region.P.Rel.cont	OTU_52
0.00065703	Region.P.Rel.cont	OTU_52
0.007294247	Region.P.Rel.cont	OTU_52
0.001255851	Region.P.Rel.cont	OTU_52
0.0406568	Region.P.Rel.cont	OTU_52
0.006160896	Region.P.Rel.cont	OTU_52
0.003193188	Region.P.Rel.cont	OTU_52
8.79E-05	Region.P.Rel.cont	OTU_52
0.008004574	Region.P.Rel.cont	OTU_52
5.46E-05	Region.S.Rel.cont	OTU_52
1.38E-05	Region.S.Rel.cont	OTU_52
2.76E-05	Region.S.Rel.cont	OTU_52
3.99E-05	Region.S.Rel.cont	OTU_52
5.00E-05	Region.S.Rel.cont	OTU_52
1.27E-05	Region.S.Rel.cont	OTU_52
2.36E-05	Region.S.Rel.cont	OTU_52
0.522	Rel.cont.L	OTU_94
0.000599213	Rel.cont.L	OTU_94
0.006545455	Rel.cont.L	OTU_94
0.1088561	Rel.cont.L	OTU_94
0.09714286	Rel.cont.L	OTU_94
0.2575517	Rel.cont.L	OTU_94
0.2978166	Rel.cont.L	OTU_94
0.02263648	Rel.cont.L	OTU_94
0.7199087	Rel.cont.L	OTU_94
0.490099	Rel.cont.L	OTU_94
0.1804592	Rel.cont.L	OTU_94
0.0460177	Rel.cont.L	OTU_94
0.3563167	Rel.cont.L	OTU_94
0.01886792	Rel.cont.L	OTU_94
0.005843003	Region.P.Rel.cont	OTU_94
0.004263276	Region.P.Rel.cont	OTU_94
0.001021242	Region.P.Rel.cont	OTU_94
0.001549067	Region.P.Rel.cont	OTU_94
0.001344488	Region.P.Rel.cont	OTU_94
0.002884826	Region.P.Rel.cont	OTU_94
0.000552914	Region.P.Rel.cont	OTU_94
0.00127739	Region.P.Rel.cont	OTU_94
0.00061459	Region.P.Rel.cont	OTU_94
4.07E-05	Region.P.Rel.cont	OTU_94
0.003863463	Region.P.Rel.cont	OTU_94
0.008480737	Region.P.Rel.cont	OTU_94
0.1540679	Region.P.Rel.cont	OTU_94
0.0607216	Region.P.Rel.cont	OTU_94
0.004847001	Region.P.Rel.cont	OTU_94
0.004803784	Region.P.Rel.cont	OTU_94
0.1103811	Region.P.Rel.cont	OTU_94
0.0494082	Region.P.Rel.cont	OTU_94
0.004566731	Region.P.Rel.cont	OTU_94
0.02402686	Region.P.Rel.cont	OTU_94
0.01278004	Region.P.Rel.cont	OTU_94
0.01204703	Region.P.Rel.cont	OTU_94
